ID,Bay,Indiv,Farm,Distance,Lat,Lng,Date,State,Ploidy,Culture,Valve,Shell_g,Tissue_g,x,y,z,Thick,Infested
2019 Summer Carr Inlet,Chapman Cove,20,OBT,48.6,47.2249935,-123.0419723,7/1/19,WA,triploid,on,R,22.02,24.61,4.4,7,1.1,3.4,0
2019 Summer Carr Inlet,Chapman Cove,20,OBT,48.6,47.2249935,-123.0419723,7/1/19,WA,triploid,on,L,44.03,NA,4.9,7.8,2,2.83,NA
2019 Summer Carr Inlet,Chapman Cove,21,OBT,48.6,47.2249935,-123.0419723,7/1/19,WA,triploid,on,R,36.38,18.06,5.7,7.8,1.8,4.52,0
2019 Summer Carr Inlet,Chapman Cove,21,OBT,48.6,47.2249935,-123.0419723,7/1/19,WA,triploid,on,L,33.85,NA,-,-,-,-,NA
2019 Summer Carr Inlet,Chapman Cove,22,OBT,48.6,47.2249935,-123.0419723,7/1/19,WA,triploid,on,R,41.28,24.48,6,8.8,1.1,3.77,0
2019 Summer Carr Inlet,Chapman Cove,22,OBT,48.6,47.2249935,-123.0419723,7/1/19,WA,triploid,on,L,81.76,NA,7.1,10.2,2.6,5.53,NA
2019 Summer Carr Inlet,Chapman Cove,23,OBT,48.6,47.2249935,-123.0419723,7/1/19,WA,triploid,on,R,18.22,18.66,5,7,0.8,2.15,0
2019 Summer Carr Inlet,Chapman Cove,23,OBT,48.6,47.2249935,-123.0419723,7/1/19,WA,triploid,on,L,28.16,NA,6.8,8.9,3,2.01,NA
2019 Summer Carr Inlet,Chapman Cove,24,OBT,48.6,47.2249935,-123.0419723,7/1/19,WA,triploid,on,R,35.11,34.58,6,9.2,1,5.62,0
2019 Summer Carr Inlet,Chapman Cove,24,OBT,48.6,47.2249935,-123.0419723,7/1/19,WA,triploid,on,L,51.71,NA,6.9,10.5,3.8,5.15,NA
2019 Summer Carr Inlet,Totten Inlet,1,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,41.14,28.93,5.8,7.2,1.1,4.58,0
2019 Summer Carr Inlet,Totten Inlet,1,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,64.32,NA,6.7,8.6,3.5,3.37,NA
2019 Summer Carr Inlet,Totten Inlet,2,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,44.29,35.59,6.5,8.6,1.8,1.8,0
2019 Summer Carr Inlet,Totten Inlet,2,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,58.94,NA,6.3,8,2.3,5.98,NA
2019 Summer Carr Inlet,Totten Inlet,3,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,56.13,45.82,6.3,7.8,2.6,5.65,0
2019 Summer Carr Inlet,Totten Inlet,3,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,66.68,NA,6.7,8.5,3.7,1.45,NA
2019 Summer Carr Inlet,Totten Inlet,4,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,36.82,22.7,5.3,6.5,1.8,8.95,1
2019 Summer Carr Inlet,Totten Inlet,4,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,48.07,NA,6.3,7.4,3.8,2.13,NA
2019 Summer Carr Inlet,Totten Inlet,5,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,64.52,35.83,6.5,8.6,2,4.83,0
2019 Summer Carr Inlet,Totten Inlet,5,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,60.92,NA,7.1,9.6,3,3.84,NA
2019 Summer Carr Inlet,Totten Inlet,6,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,87.49,42.57,6.5,10.6,2,4.28,1
2019 Summer Carr Inlet,Totten Inlet,6,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,54.68,NA,6.1,10.2,2.1,9.15,NA
2019 Summer Carr Inlet,Totten Inlet,7,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,47.55,35.76,6.6,8.2,2.1,2.72,0
2019 Summer Carr Inlet,Totten Inlet,7,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,69.77,NA,7.1,9.8,2.9,2.02,NA
2019 Summer Carr Inlet,Totten Inlet,8,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,58.33,48.85,6.6,8.5,1.5,1.97,1
2019 Summer Carr Inlet,Totten Inlet,8,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,63.41,NA,7.5,9.3,2.6,3.46,NA
2019 Summer Carr Inlet,Totten Inlet,9,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,60.63,37.64,5.8,8.2,1.8,2.98,0
2019 Summer Carr Inlet,Totten Inlet,9,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,73.58,NA,6.4,8.7,2.6,3.33,NA
2019 Summer Carr Inlet,Totten Inlet,10,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,49.06,46.72,7.5,8.6,1.9,4.62,0
2019 Summer Carr Inlet,Totten Inlet,10,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,72.15,NA,8.2,9.9,3.3,2.74,NA
2019 Summer Carr Inlet,Totten Inlet,11,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,41.58,50.28,6.8,7.9,0.8,2.89,0
2019 Summer Carr Inlet,Totten Inlet,11,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,55.51,NA,7.2,9,3.4,2.94,NA
2019 Summer Carr Inlet,Totten Inlet,12,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,49.08,42.44,6.2,8.3,1.8,3.68,1
2019 Summer Carr Inlet,Totten Inlet,12,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,58.87,NA,6.9,8.9,2.4,4.37,NA
2019 Summer Carr Inlet,Totten Inlet,13,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,40.62,34.99,5.8,8.2,1.7,3.49,0
2019 Summer Carr Inlet,Totten Inlet,13,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,55.92,NA,6.6,9.8,3.2,4.52,NA
2019 Summer Carr Inlet,Totten Inlet,14,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,47.27,43.65,6.5,8.4,2.5,6.21,0
2019 Summer Carr Inlet,Totten Inlet,14,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,53.5,NA,6.6,8.8,1.8,3.24,NA
2019 Summer Carr Inlet,Totten Inlet,15,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,52.1,56.79,7.4,9.3,2,4.12,0
2019 Summer Carr Inlet,Totten Inlet,15,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,72.32,NA,7.7,10.2,3.7,3.07,NA
2019 Summer Carr Inlet,Totten Inlet,16,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,31.27,43.43,6.8,8.2,0.8,2.04,1
2019 Summer Carr Inlet,Totten Inlet,16,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,41.38,NA,6.1,9.8,4,4.54,NA
2019 Summer Carr Inlet,Totten Inlet,17,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,32.68,28.84,6.8,9.2,0.9,3.49,0
2019 Summer Carr Inlet,Totten Inlet,17,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,37.64,NA,7.3,9.7,3.4,3.44,NA
2019 Summer Carr Inlet,Totten Inlet,18,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,92.2,45.98,6.3,9.9,2.3,12.07,0
2019 Summer Carr Inlet,Totten Inlet,18,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,90.48,NA,6.8,11,3.8,6.18,NA
2019 Summer Carr Inlet,Totten Inlet,19,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,30.63,25.26,6.4,7.2,1.5,3.94,0
2019 Summer Carr Inlet,Totten Inlet,19,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,39.71,NA,7.4,8.4,2.5,2.04,NA
2019 Summer Carr Inlet,Totten Inlet,20,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,78.8,46.93,7.4,10,3.4,4.71,0
2019 Summer Carr Inlet,Totten Inlet,20,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,107.6,NA,6.9,9.5,1.6,6.76,NA
2019 Summer Carr Inlet,Totten Inlet,21,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,56.06,51.53,7.8,8.8,1.3,4.45,1
2019 Summer Carr Inlet,Totten Inlet,21,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,58.33,NA,8.5,9.8,3.8,1.88,NA
2019 Summer Carr Inlet,Totten Inlet,22,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,92.02,52.13,6.5,11.8,1.3,2.01,0
2019 Summer Carr Inlet,Totten Inlet,22,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,120,NA,6.8,13,4,2.68,NA
2019 Summer Carr Inlet,Totten Inlet,23,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,50.99,32.78,6.7,7.6,1.5,4.74,0
2019 Summer Carr Inlet,Totten Inlet,23,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,44.52,NA,6.9,10,2.5,1.39,NA
2019 Summer Carr Inlet,Totten Inlet,24,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,R,27.41,26.3,5.2,7.3,1,4.04,0
2019 Summer Carr Inlet,Totten Inlet,24,TOT,48.6,47.129704,-123.0540974,7/1/19,WA,diploid,on,L,45.59,NA,6.1,8.2,2.2,1.67,NA
2019 Summer Hoodsport,Hood Canal,1,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,15.79,17.6,4.8,7.5,0.5,3.05,0
2019 Summer Hoodsport,Hood Canal,1,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,35.59,NA,5.5,8.5,3.8,1.78,NA
2019 Summer Hoodsport,Hood Canal,2,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,34.29,29.8,5.5,8.9,0.8,1.55,0
2019 Summer Hoodsport,Hood Canal,2,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,44.98,NA,6.1,9.55,2.3,2.04,NA
2019 Summer Hoodsport,Hood Canal,3,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,21.69,18.4,5.2,9.9,0.8,2.19,0
2019 Summer Hoodsport,Hood Canal,3,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,41.84,NA,5.7,11,1.5,2.72,NA
2019 Summer Hoodsport,Hood Canal,4,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,18.61,15.94,4.4,7.6,0.6,1.16,0
2019 Summer Hoodsport,Hood Canal,4,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,25.98,NA,5.6,9.1,1.2,1.25,NA
2019 Summer Hoodsport,Hood Canal,5,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,13.16,13.56,5,7.25,0.5,1.95,0
2019 Summer Hoodsport,Hood Canal,5,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,26.81,NA,5.7,8.1,1.7,1.21,NA
2019 Summer Hoodsport,Hood Canal,6,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,25.53,21.66,5,9.7,0.7,3.72,0
2019 Summer Hoodsport,Hood Canal,6,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,31.1,NA,5.7,10,1.9,0.9,NA
2019 Summer Hoodsport,Hood Canal,7,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,23.61,13.47,3.7,9.2,0.8,3.22,0
2019 Summer Hoodsport,Hood Canal,7,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,39.32,NA,4.1,11.6,2.2,1.27,NA
2019 Summer Hoodsport,Hood Canal,8,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,21.53,17.66,5.1,8.4,1,3.16,0
2019 Summer Hoodsport,Hood Canal,8,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,29.71,NA,5.6,9.2,1.7,2.35,NA
2019 Summer Hoodsport,Hood Canal,9,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,14.19,13.88,4.1,8.2,0.5,1.71,0
2019 Summer Hoodsport,Hood Canal,9,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,38.56,NA,5.2,9.9,2.1,3.16,NA
2019 Summer Hoodsport,Hood Canal,10,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,15.68,12.41,4.3,7.8,1.7,1.69,0
2019 Summer Hoodsport,Hood Canal,10,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,63.99,NA,5.3,9.3,3.1? ,1.1,NA
2019 Summer Hoodsport,Hood Canal,11,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,18.14,15.89,4.1,9,0.7,1.69,0
2019 Summer Hoodsport,Hood Canal,11,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,26.64,NA,4.3,10.1,1.8,2.19,NA
2019 Summer Hoodsport,Hood Canal,12,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,13.7,13.86,4.7,7.7,0.7,4.6,0
2019 Summer Hoodsport,Hood Canal,12,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,29.37,NA,5.6,9,2.3,1.75,NA
2019 Summer Hoodsport,Hood Canal,13,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,13.28,17.51,4.9,8.7,0.4,2.21,0
2019 Summer Hoodsport,Hood Canal,13,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,29.99,NA,5.7,10.1,2.8,1.91,NA
2019 Summer Hoodsport,Hood Canal,14,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,16.87,14.46,4.3,8,0.7,1.31,0
2019 Summer Hoodsport,Hood Canal,14,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,50.61,NA,5,8.8,2.4,2.02,NA
2019 Summer Hoodsport,Hood Canal,15,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,16.2,16.4,4.9,8.9,2.4,2.37,0
2019 Summer Hoodsport,Hood Canal,15,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,33.77,NA,4.6,7.9,0.3,1.75,NA
2019 Summer Hoodsport,Hood Canal,16,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,27.31,20.56,5.8,8.3,0.7,1.43,0
2019 Summer Hoodsport,Hood Canal,16,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,50.92,NA,6.5,8.8,2.5,4.47,NA
2019 Summer Hoodsport,Hood Canal,17,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,14.21,13.81,4.1,7.9,0.6,1.88,0
2019 Summer Hoodsport,Hood Canal,17,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,24.5,NA,5.1,9.2,1.8,1.25,NA
2019 Summer Hoodsport,Hood Canal,18,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,15.76,15.28,4.7,8.6,0.7,3.09,0
2019 Summer Hoodsport,Hood Canal,18,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,26.11,NA,5.3,8.9,2.4,1.27,NA
2019 Summer Hoodsport,Hood Canal,19,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,18,13.47,4.5,7,0.9,1.84,0
2019 Summer Hoodsport,Hood Canal,19,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,30.64,NA,5.1,7.3,1.7,2.58,NA
2019 Summer Hoodsport,Hood Canal,20,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,10.9,11,3.8,6.5,0.8,3.29,0
2019 Summer Hoodsport,Hood Canal,20,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,40.78,NA,4,7.8,3,0.94,NA
2019 Summer Hoodsport,Hood Canal,21,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,13.95,13.21,4.1,8,1.6,4.23,0
2019 Summer Hoodsport,Hood Canal,21,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,34.91,NA,4.1,6.6,0.7,0.83,NA
2019 Summer Hoodsport,Hood Canal,22,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,10.37,9.46,4.1,6.1,0.7,3.51,0
2019 Summer Hoodsport,Hood Canal,22,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,27.18,NA,5,7.3,1.7,1.6,NA
2019 Summer Hoodsport,Hood Canal,23,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,12.52,12.38,3.7,6.2,0.6,2.94,0
2019 Summer Hoodsport,Hood Canal,23,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,23.98,NA,4.1,6.8,1.5,1.8,NA
2019 Summer Hoodsport,Hood Canal,24,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,18.72,16.48,5.4,6.6,0.8,2.41,0
2019 Summer Hoodsport,Hood Canal,24,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,28.03,NA,6.3,7.9,1.9,1.55,NA
2019 Summer Hoodsport,Hood Canal,25,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,R,10.35,9.01,3.8,6.9,0.7,1.25,0
2019 Summer Hoodsport,Hood Canal,25,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,on,L,16.64,NA,5.1,8.8,0.8,0.88,NA
2019 Summer Hoodsport,Hood Canal,26,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,11.16,11.5,4.2,7.6,0.3,1.31,0
2019 Summer Hoodsport,Hood Canal,26,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,24.67,NA,5,8.8,2.7,2.52,NA
2019 Summer Hoodsport,Hood Canal,27,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,5.84,11.34,3.6,6.5,0.3,0.86,0
2019 Summer Hoodsport,Hood Canal,27,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,14.84,NA,4.5,7.4,2.3,1.45,NA
2019 Summer Hoodsport,Hood Canal,28,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,8.88,14.73,3.8,6.4,0.4,1.55,0
2019 Summer Hoodsport,Hood Canal,28,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,28.36,NA,4.9,8.5,2.6,2.74,NA
2019 Summer Hoodsport,Hood Canal,29,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,8.82,12.17,3.8,5.9,0.3,1.06,0
2019 Summer Hoodsport,Hood Canal,29,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,18.33,NA,3.9,8.2,2.1,1.97,NA
2019 Summer Hoodsport,Hood Canal,30,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,8.78,10.16,3.9,7.4,0.4,1.67,0
2019 Summer Hoodsport,Hood Canal,30,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,21.98,NA,4.1,8.2,2.7,2.58,NA
2019 Summer Hoodsport,Hood Canal,31,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,8.18,13.33,3.6,6.7,0.25,1.55,0
2019 Summer Hoodsport,Hood Canal,31,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,19.86,NA,4.5,8.1,1.8,1.23,NA
2019 Summer Hoodsport,Hood Canal,32,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,6.38,10.01,3.9,5.8,0.3,1.25,0
2019 Summer Hoodsport,Hood Canal,32,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,15.78,NA,4.1,6.6,2.3,1.58,NA
2019 Summer Hoodsport,Hood Canal,33,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,9.49,13.55,4.2,6.9,0.4,1.76,0
2019 Summer Hoodsport,Hood Canal,33,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,23.34,NA,4.7,8.2,2.1,2.21,NA
2019 Summer Hoodsport,Hood Canal,34,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,5.97,12.11,3.9,6.5,0.3,0.72,0
2019 Summer Hoodsport,Hood Canal,34,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,17.05,NA,4.6,7.6,1.7,0.94,NA
2019 Summer Hoodsport,Hood Canal,35,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,8.52,8.2,3.9,6.8,0.35,1.27,0
2019 Summer Hoodsport,Hood Canal,35,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,19.64,NA,4.1,8.2,2.2,1.93,NA
2019 Summer Hoodsport,Hood Canal,36,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,7.11,8.71,4.1,6.2,0.3,1.82,0
2019 Summer Hoodsport,Hood Canal,36,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,26.32,NA,4.5,8,2.2,3.24,NA
2019 Summer Hoodsport,Hood Canal,37,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,9.09,12.22,4.3,8.1,0.6,1.05,0
2019 Summer Hoodsport,Hood Canal,37,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,21.01,NA,5.1,9.6,2.4,1.36,NA
2019 Summer Hoodsport,Hood Canal,38,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,7,11.65,3.3,6,0.5,0.92,0
2019 Summer Hoodsport,Hood Canal,38,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,27.51,NA,4.1,7.2,2.5,1.71,NA
2019 Summer Hoodsport,Hood Canal,39,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,7.75,11.15,4.2,6,0.3,1.32,0
2019 Summer Hoodsport,Hood Canal,39,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,21.84,NA,4.7,7.1,2.7,2.34,NA
2019 Summer Hoodsport,Hood Canal,40,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,6.54,8.24,3.4,5.9,0.3,1.21,0
2019 Summer Hoodsport,Hood Canal,40,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,16.92,NA,3.9,7.2,2.1,1.55,NA
2019 Summer Hoodsport,Hood Canal,41,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,10.06,13.57,4.1,6.3,0.3,1.42,0
2019 Summer Hoodsport,Hood Canal,41,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,27.17,NA,4.9,8.8,2.1,1.93,NA
2019 Summer Hoodsport,Hood Canal,42,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,6.04,12.73,3.3,5.9,0.35,0.97,0
2019 Summer Hoodsport,Hood Canal,42,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,20.52,NA,4.4,7.1,2.2,1.25,NA
2019 Summer Hoodsport,Hood Canal,43,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,6.48,8.37,3.3,5.6,0.4,1.78,0
2019 Summer Hoodsport,Hood Canal,43,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,16.61,NA,4.2,7.2,2,2.76,NA
2019 Summer Hoodsport,Hood Canal,44,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,12.61,16.13,4.6,7.6,0.4,1.93,0
2019 Summer Hoodsport,Hood Canal,44,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,30.14,NA,5,9.1,2.1,1.06,NA
2019 Summer Hoodsport,Hood Canal,45,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,6.49,9.27,3.5,5.9,0.3,1.09,0
2019 Summer Hoodsport,Hood Canal,45,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,16.95,NA,4.5,7.6,2.5,1.56,NA
2019 Summer Hoodsport,Hood Canal,46,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,8.1,10.76,4.3,6.5,0.3,0.97,0
2019 Summer Hoodsport,Hood Canal,46,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,20,NA,5.6,8.3,2.4,1.38,NA
2019 Summer Hoodsport,Hood Canal,47,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,12.76,20.05,4.8,6,0.5,2.3,0
2019 Summer Hoodsport,Hood Canal,47,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,24.15,NA,5.5,8.8,2.8,1.29,NA
2019 Summer Hoodsport,Hood Canal,48,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,14,24.27,4.9,7.3,0.3,1.47,0
2019 Summer Hoodsport,Hood Canal,48,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,39.62,NA,6.1,9,2.4,2.55,NA
2019 Summer Hoodsport,Hood Canal,49,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,5.7,10.93,3.6,5.6,0.4,0.94,0
2019 Summer Hoodsport,Hood Canal,49,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,20.81,NA,4.4,7,3.8,3.88,NA
2019 Summer Hoodsport,Hood Canal,50,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,R,4.92,8.81,3,5.3,0.4,1.23,0
2019 Summer Hoodsport,Hood Canal,50,HHH,26,47.5423532,-123.0582203,7/2/19,WA,NA,off,L,17.68,NA,3.6,6.7,2.6,2.41,NA
2019 Summer Hoodsport,Hood Canal,51,HHH,26,47.5423532,-123.0582203,7/3/19,WA,NA,on,R,25.2,21.02,5.2,8,0.8,3.49,0
2019 Summer Hoodsport,Hood Canal,51,HHH,26,47.5423532,-123.0582203,7/3/19,WA,NA,on,L,49.26,NA,6,9.2,2.6,3.05,NA
2019 Summer Hoodsport,Hood Canal,52,HHH,26,47.5423532,-123.0582203,7/3/19,WA,NA,on,R,62.67,31.81,6.3,9.2,1.3,4.4,0
2019 Summer Hoodsport,Hood Canal,52,HHH,26,47.5423532,-123.0582203,7/3/19,WA,NA,on,L,81.21,NA,6.8,10,3.8,3.73,NA
2019 Summer Hoodsport,Hood Canal,53,HHH,26,47.5423532,-123.0582203,7/3/19,WA,NA,on,R,10.24,9.07,4,6,1.1,2.7,0
2019 Summer Hoodsport,Hood Canal,53,HHH,26,47.5423532,-123.0582203,7/3/19,WA,NA,on,L,23.75,NA,5,7.6,1.7,0.96,NA
2019 Summer Hoodsport,Hood Canal,54,HHH,26,47.5423532,-123.0582203,7/3/19,WA,NA,on,R,15.72,11.11,5,7.8,0.7,2.32,0
2019 Summer Hoodsport,Hood Canal,54,HHH,26,47.5423532,-123.0582203,7/3/19,WA,NA,on,L,37.8,NA,6.3,8.7,1.6,1.99,NA
